iter	Passed	Remaining
186	170	742
187	171	740
188	172	738
189	172	736
190	173	734
191	174	732
192	174	730
193	175	728
194	175	726
195	176	724
196	177	722
197	177	720
198	178	718
199	179	716
200	179	714
201	180	713
202	181	711
203	181	709
204	182	707
205	183	705
206	183	704
207	184	702
208	185	700
209	186	701
210	187	699
211	187	697
212	188	696
213	189	694
214	189	693
215	190	691
216	191	689
217	191	688
218	192	686
219	193	685
220	193	683
221	194	682
222	195	680
223	195	678
224	196	677
225	197	675
226	197	674
227	199	675
228	200	673
229	200	672
230	201	670
231	202	668
232	202	667
233	203	665
234	204	664
235	204	662
236	205	660
237	205	659
238	206	657
239	207	656
240	207	654
241	208	652
242	209	651
243	209	649
244	210	648
245	210	646
246	211	645
247	212	643
248	212	641
249	213	640
250	214	638
251	214	637
252	215	635
253	215	634
254	216	632
255	217	631
256	217	630
257	218	628
258	219	627
259	219	625
260	220	624
261	221	622
262	221	621
263	222	619
264	222	618
265	223	616
266	224	615
267	224	614
268	225	612
269	226	611
270	226	609
271	227	608
272	227	607
273	228	605
274	229	604
275	229	603
276	230	601
277	231	600
278	231	599
279	232	597
280	233	596
281	233	594
282	234	593
283	234	592
284	235	591
285	236	589
286	236	588
287	237	587
288	238	585
289	238	584
290	239	583
291	240	582
292	240	580
293	241	579
294	242	578
295	242	577
296	243	575
297	243	574
298	244	573
299	245	572
300	245	570
301	246	569
302	247	568
303	247	567
304	248	565
305	248	564
306	249	563
307	250	562
308	250	560
309	251	559
310	252	558
311	252	557
312	253	556
313	254	554
314	254	553
315	255	552
316	255	551
317	256	550
318	257	549
319	257	547
320	258	546
321	259	545
322	259	544
323	260	543
324	260	541
325	261	540
326	262	539
327	262	538
328	263	537
329	264	536
330	264	535
331	265	533
332	266	532
333	266	531
334	267	530
335	267	529
336	268	528
337	269	527
338	269	526
339	270	525
340	271	523
341	271	522
342	272	521
343	273	520
344	273	519
345	274	518
346	274	517
347	275	516
348	276	515
349	276	514
350	277	512
351	278	511
352	278	510
353	279	509
354	279	508
355	280	507
356	281	506
357	281	505
358	282	504
359	283	503
360	283	502
361	284	501
362	284	500
363	285	498
364	286	497
365	286	496
366	287	495
367	288	494
368	288	493
369	289	492
370	290	491
371	290	490
372	291	489
373	291	488
374	292	487
375	293	486
376	293	485
377	294	484
378	295	483
379	295	482
380	296	481
381	296	480
382	297	479
383	298	478
384	298	477
385	299	476
386	300	475
387	300	474
388	301	473
389	302	472
390	302	471
391	303	470
392	303	469
393	304	468
394	305	467
395	305	466
396	306	465
397	306	464
398	307	463
399	308	462
400	308	461
401	309	460
402	310	459
403	310	458
404	311	457
405	312	456
406	312	455
407	313	454
408	313	453
409	314	452
410	315	451
411	315	450
412	316	449
413	317	448
414	317	447
415	318	446
416	318	445
417	319	444
418	320	444
419	320	443
420	321	442
421	322	441
422	322	440
423	323	439
424	323	438
425	324	437
426	325	436
427	325	435
428	326	434
429	327	433
430	327	432
431	328	431
432	328	430
433	329	429
434	330	428
435	330	427
436	331	426
437	332	426
438	332	425
439	333	424
440	334	423
441	334	422
442	335	421
443	335	420
444	336	419
445	337	418
446	337	417
447	338	417
448	339	416
449	339	415
450	340	414
451	341	413
452	341	412
453	342	411
454	342	410
455	343	409
456	344	408
457	344	408
458	345	407
459	346	406
460	346	405
461	347	404
462	347	403
463	348	402
464	349	401
465	350	401
466	350	400
467	351	399
468	352	398
469	353	398
470	353	397
471	354	396
472	355	395
473	355	394
474	356	393
475	357	393
476	357	392
477	358	391
478	358	390
479	359	389
480	360	388
481	360	387
482	361	386
483	362	385
484	362	385
485	363	384
486	363	383
487	364	382
488	365	381
489	365	380
490	366	379
491	367	379
492	367	378
493	368	377
494	368	376
495	369	375
496	370	374
497	370	373
498	371	373
499	372	372
500	372	371
501	373	370
502	374	369
503	374	368
504	375	367
505	376	367
506	377	366
507	377	365
508	378	365
509	379	364
510	379	363
511	380	362
512	381	361
513	381	360
514	382	360
515	382	359
516	383	358
517	384	357
518	384	356
519	385	355
520	386	355
521	386	354
522	387	353
523	388	352
524	388	351
525	389	350
526	389	349
527	390	349
528	391	348
529	391	347
530	392	346
531	393	345
532	393	344
533	394	344
534	394	343
535	395	342
536	396	341
537	396	340
538	397	339
539	398	339
540	398	338
541	399	337
542	400	336
543	400	335
544	401	335
545	401	334
546	402	333
547	403	332
548	403	331
549	404	330
550	405	330
551	405	329
552	406	328
553	406	327
554	407	326
555	408	325
556	408	325
557	409	324
558	410	323
559	410	322
560	413	323
561	414	322
562	414	322
563	415	321
564	416	320
565	416	319
566	417	318
567	418	318
568	418	317
569	419	316
570	420	315
571	420	314
572	421	314
573	422	313
574	422	312
575	423	311
576	424	310
577	424	310
578	425	309
579	425	308
580	426	307
581	427	306
582	427	306
583	428	305
584	429	304
585	429	303
586	430	302
587	431	302
588	431	301
589	432	300
590	433	299
591	433	298
592	434	298
593	434	297
594	435	296
595	436	295
596	436	294
597	437	294
598	438	293
599	438	292
600	439	291
601	439	290
602	440	290
603	441	289
604	441	288
605	442	287
606	443	286
607	443	286
608	444	285
609	444	284
610	445	283
611	446	282
612	446	282
613	447	281
614	448	280
615	448	279
616	449	278
617	450	278
618	450	277
619	451	276
620	451	275
621	452	275
622	453	274
623	453	273
624	454	272
625	455	271
626	455	271
627	456	270
628	456	269
629	457	268
630	458	267
631	458	267
632	459	266
633	459	265
634	460	264
635	461	263
636	461	263
637	462	262
638	463	261
639	463	260
640	464	260
641	464	259
642	465	258
643	466	257
644	466	256
645	467	256
646	468	255
647	468	254
648	469	253
649	470	253
650	470	252
651	471	251
652	471	250
653	472	250
654	473	249
655	473	248
656	474	247
657	475	246
658	475	246
659	476	245
660	476	244
661	477	243
662	478	243
663	478	242
664	479	241
665	480	240
666	480	239
667	481	239
668	482	238
669	483	237
670	483	237
671	484	236
672	485	235
673	486	235
674	486	234
675	487	233
676	488	233
677	489	232
678	489	231
679	490	230
680	491	230
681	491	229
682	492	228
683	493	227
684	493	227
685	494	226
686	495	225
687	495	224
688	496	224
689	497	223
690	497	222
691	498	221
692	499	221
693	499	220
694	500	219
695	501	218
696	501	218
697	502	217
698	503	216
699	503	215
700	504	215
701	505	214
702	505	213
703	506	212
704	507	212
705	507	211
706	508	210
707	508	209
708	509	209
709	509	208
710	510	207
711	511	206
712	512	206
713	512	205
714	513	204
715	514	203
716	514	203
717	515	202
718	515	201
719	516	200
720	517	200
721	517	199
722	518	198
723	519	197
724	519	197
725	520	196
726	521	195
727	521	194
728	522	194
729	522	193
730	523	192
731	524	191
732	524	191
733	525	190
734	526	189
735	526	188
736	527	188
737	528	187
738	528	186
739	529	185
740	529	185
741	530	184
742	531	183
743	531	182
744	532	182
745	533	181
746	533	180
747	534	180
748	535	179
749	535	178
750	536	177
751	536	177
752	537	176
753	538	175
754	538	174
755	539	174
756	539	173
757	540	172
758	541	171
759	541	171
760	542	170
761	543	169
762	543	168
763	544	168
764	545	167
765	545	166
766	546	165
767	546	165
768	547	164
769	548	163
770	548	163
771	549	162
772	550	161
773	550	160
774	551	160
775	552	159
776	552	158
777	553	157
778	554	157
779	554	156
780	555	155
781	556	155
782	556	154
783	557	153
784	557	152
785	558	152
786	559	151
787	559	150
788	560	149
789	561	149
790	561	148
791	562	147
792	563	146
793	563	146
794	564	145
795	564	144
796	565	144
797	566	143
798	566	142
799	567	141
800	568	141
801	568	140
802	569	139
803	569	138
804	570	138
805	571	137
806	571	136
807	572	136
808	573	135
809	573	134
810	574	133
811	574	133
812	577	132
813	578	132
814	578	131
815	579	130
816	579	129
817	580	129
818	581	128
819	582	127
820	584	127
821	585	126
822	586	126
823	588	125
824	589	125
825	590	124
826	592	123
827	593	123
828	594	122
829	595	122
830	596	121
831	597	120
832	598	119
833	598	119
834	599	118
835	600	117
836	600	116
837	601	116
838	602	115
839	602	114
840	603	114
841	604	113
842	604	112
843	605	111
844	606	111
845	606	110
846	607	109
847	608	108
848	608	108
849	609	107
850	609	106
851	610	106
852	611	105
853	611	104
854	612	103
855	613	103
856	613	102
857	614	101
858	615	100
859	615	100
860	616	99
861	617	98
862	617	98
863	618	97
864	619	96
865	619	95
866	620	95
867	621	94
868	621	93
869	623	93
870	624	92
871	624	91
872	625	90
873	626	90
874	626	89
875	627	88
876	628	88
877	628	87
878	629	86
879	630	85
880	630	85
881	631	84
882	632	83
883	632	83
884	633	82
885	634	81
886	634	80
887	635	80
888	636	79
889	636	78
890	637	77
891	638	77
892	638	76
893	639	75
894	640	75
895	640	74
896	641	73
897	642	72
898	642	72
899	643	71
900	644	70
901	644	70
902	645	69
903	646	68
904	646	67
905	647	67
906	648	66
907	648	65
908	649	65
909	650	64
910	650	63
911	651	62
912	652	62
913	652	61
914	653	60
915	654	59
916	654	59
917	655	58
918	656	57
919	656	57
920	657	56
921	658	55
922	658	54
923	659	54
924	660	53
925	660	52
926	661	52
927	662	51
928	662	50
929	663	49
930	664	49
931	664	48
932	665	47
933	666	47
934	666	46
935	667	45
936	667	44
937	668	44
938	669	43
939	669	42
940	670	42
941	671	41
942	671	40
943	672	39
944	673	39
945	673	38
946	674	37
947	675	37
948	675	36
949	676	35
950	677	34
951	678	34
952	678	33
953	679	32
954	679	32
955	680	31
956	681	30
957	681	29
958	682	29
959	683	28
960	683	27
961	684	27
962	685	26
963	685	25
964	686	24
965	687	24
966	687	23
967	688	22
968	689	22
969	689	21
970	690	20
971	691	19
972	691	19
973	692	18
974	693	17
975	693	17
976	694	16
977	695	15
978	695	14
979	696	14
980	697	13
981	697	12
982	698	12
983	699	11
984	699	10
985	700	9
986	701	9
987	701	8
988	702	7
989	703	7
990	703	6
991	704	5
992	705	4
993	705	4
994	706	3
995	707	2
996	707	2
997	708	1
998	709	0
999	709	0
